,t(min),Te[K],Tc[K],dT[K],P[bar],TR[K/W]
0,0.0,301.15,301.15,0.0,0.27997685524663296,0.0
1,0.5,301.95,301.15,0.8000000000000007,0.27997685524663296,0.010000000000000009
2,1.0,302.75,301.4,1.3500000000000014,0.27997685524663296,0.01687500000000002
3,1.5,304.34999999999997,301.9,2.4499999999999993,0.27997685524663296,0.030624999999999993
4,2.0,305.95,302.15,3.799999999999997,0.27997685524663296,0.047499999999999966
5,2.5,307.95,302.65,5.299999999999997,0.27997685524663296,0.06624999999999996
6,3.0,310.15,303.65,6.5,0.27997685524663296,0.08125
7,3.5,311.95,304.4,7.549999999999997,0.31330743325218446,0.09437499999999996
8,4.0,313.95,304.65,9.299999999999997,0.31330743325218446,0.11624999999999996
9,4.5,315.95,305.65,10.299999999999997,0.31330743325218446,0.12874999999999998
10,5.0,318.15,306.15,12.0,0.346638011257736,0.15
11,5.5,319.95,307.15,12.799999999999997,0.346638011257736,0.15999999999999998
12,6.0,321.75,308.15,13.600000000000001,0.346638011257736,0.17
13,6.5,323.95,308.9,15.049999999999997,0.346638011257736,0.18812499999999996
14,7.0,325.15,309.9,15.25,0.346638011257736,0.190625
15,7.5,326.75,310.65,16.1,0.3799685892632876,0.20125
16,8.0,328.54999999999995,311.65,16.9,0.3799685892632876,0.21125
17,8.5,330.34999999999997,312.4,17.950000000000003,0.4132991672688391,0.22437500000000005
18,9.0,331.34999999999997,312.9,18.450000000000003,0.4132991672688391,0.23062500000000002
19,9.5,333.15,313.9,19.25,0.4132991672688391,0.240625
20,10.0,334.54999999999995,314.65,19.9,0.4132991672688391,0.24874999999999997
21,10.5,336.15,315.65,20.5,0.44662974527439064,0.25625
22,11.0,337.54999999999995,315.65,21.900000000000006,0.44662974527439064,0.27375000000000005
23,11.5,338.54999999999995,316.4,22.150000000000006,0.44662974527439064,0.2768750000000001
24,12.0,339.75,317.15,22.599999999999994,0.4799603232799422,0.2824999999999999
25,12.5,340.75,317.9,22.849999999999994,0.4799603232799422,0.2856249999999999
26,13.0,341.34999999999997,318.65,22.700000000000003,0.4799603232799422,0.28375000000000006
27,13.5,342.34999999999997,319.15,23.200000000000003,0.4799603232799422,0.29000000000000004
28,14.0,343.34999999999997,320.15,23.200000000000003,0.5132909012854937,0.29000000000000004
29,14.5,344.75,322.15,22.599999999999994,0.5132909012854937,0.2824999999999999
30,15.0,345.34999999999997,322.9,22.450000000000003,0.5466214792910453,0.280625
31,15.5,346.15,323.65,22.5,0.5466214792910453,0.28125
32,16.0,346.75,324.65,22.099999999999994,0.5799520572965968,0.27624999999999994
33,16.5,347.34999999999997,325.65,21.700000000000003,0.5799520572965968,0.27125000000000005
34,17.0,348.34999999999997,326.9,21.450000000000003,0.6132826353021483,0.26812500000000006
35,17.5,348.75,327.65,21.099999999999994,0.6132826353021483,0.26374999999999993
36,18.0,349.15,328.65,20.5,0.6132826353021483,0.25625
37,18.5,349.54999999999995,328.65,20.900000000000006,0.6132826353021483,0.2612500000000001
38,19.0,349.95,329.9,20.049999999999997,0.6466132133076999,0.250625
39,19.5,350.75,331.15,19.599999999999994,0.6466132133076999,0.24499999999999994
40,20.0,351.54999999999995,332.15,19.400000000000006,0.6466132133076999,0.24250000000000008
41,20.5,351.95,333.15,18.799999999999997,0.6466132133076999,0.23499999999999996
42,21.0,352.34999999999997,333.65,18.700000000000003,0.6799437913132514,0.23375000000000004
43,21.5,352.95,333.65,19.299999999999997,0.6799437913132514,0.24124999999999996
44,22.0,353.75,334.65,19.099999999999994,0.6799437913132514,0.23874999999999993
45,22.5,353.95,334.9,19.049999999999997,0.6799437913132514,0.23812499999999998
46,23.0,354.34999999999997,335.65,18.700000000000003,0.713274369318803,0.23375000000000004
47,23.5,355.34999999999997,336.4,18.950000000000003,0.713274369318803,0.23687500000000003
48,24.0,355.95,337.65,18.299999999999997,0.713274369318803,0.22874999999999995
49,24.5,356.15,338.4,17.75,0.713274369318803,0.221875
50,25.0,355.75,338.4,17.349999999999994,0.7466049473243546,0.21687499999999993
51,25.5,356.15,338.4,17.75,0.7466049473243546,0.221875
52,26.0,356.54999999999995,338.65,17.900000000000006,0.7799355253299061,0.22375000000000006
53,26.5,356.95,337.9,19.049999999999997,0.7799355253299061,0.23812499999999998
54,27.0,357.75,339.15,18.599999999999994,0.7799355253299061,0.23249999999999993
55,27.5,357.54999999999995,338.9,18.650000000000006,0.7799355253299061,0.23312500000000008
56,28.0,358.15,339.65,18.5,0.7799355253299061,0.23125
57,28.5,358.34999999999997,340.15,18.200000000000003,0.7799355253299061,0.22750000000000004
58,29.0,358.75,340.15,18.599999999999994,0.7799355253299061,0.23249999999999993
59,29.5,359.15,340.9,18.25,0.7799355253299061,0.228125
60,30.0,359.54999999999995,340.9,18.650000000000006,0.7799355253299061,0.23312500000000008
61,30.5,359.54999999999995,340.9,18.650000000000006,0.7799355253299061,0.23312500000000008
62,31.0,359.95,341.4,18.549999999999997,0.8132661033354576,0.23187499999999997
63,31.5,359.95,341.4,18.549999999999997,0.8132661033354576,0.23187499999999997
64,32.0,360.15,342.15,18.0,0.8132661033354576,0.225
65,32.5,360.34999999999997,342.15,18.200000000000003,0.8132661033354576,0.22750000000000004
66,33.0,360.15,341.9,18.25,0.8132661033354576,0.228125
67,33.5,360.54999999999995,342.4,18.150000000000006,0.8132661033354576,0.22687500000000008
68,34.0,360.54999999999995,342.65,17.900000000000006,0.8465966813410092,0.22375000000000006
69,34.5,360.54999999999995,342.9,17.650000000000006,0.8465966813410092,0.22062500000000007
70,35.0,360.34999999999997,343.4,16.950000000000003,0.8465966813410092,0.21187500000000004
71,35.5,361.54999999999995,344.15,17.400000000000006,0.8465966813410092,0.21750000000000008
72,36.0,361.15,343.9,17.25,0.8465966813410092,0.215625
73,36.5,362.15,343.65,18.5,0.8465966813410092,0.23125
74,37.0,362.75,344.15,18.599999999999994,0.8465966813410092,0.23249999999999993
75,37.5,362.95,344.4,18.549999999999997,0.8465966813410092,0.23187499999999997
76,38.0,362.75,344.4,18.349999999999994,0.8465966813410092,0.22937499999999994
77,38.5,362.95,344.15,18.799999999999997,0.8465966813410092,0.23499999999999996
78,39.0,363.34999999999997,343.9,19.450000000000003,0.8465966813410092,0.24312500000000004
79,39.5,363.15,344.15,19.0,0.8465966813410092,0.2375
80,40.0,363.15,344.15,19.0,0.8465966813410092,0.2375
81,40.5,364.15,344.9,19.25,0.8465966813410092,0.240625
82,41.0,364.34999999999997,344.65,19.700000000000003,0.8465966813410092,0.24625000000000002
83,41.5,364.34999999999997,344.15,20.200000000000003,0.8465966813410092,0.25250000000000006
84,42.0,364.54999999999995,344.15,20.400000000000006,0.8465966813410092,0.25500000000000006
85,42.5,363.75,344.15,19.599999999999994,0.8465966813410092,0.24499999999999994
86,43.0,364.34999999999997,344.4,19.950000000000003,0.8465966813410092,0.24937500000000004
87,43.5,364.34999999999997,344.65,19.700000000000003,0.8465966813410092,0.24625000000000002
88,44.0,364.75,345.4,19.349999999999994,0.8465966813410092,0.24187499999999992
89,44.5,364.95,345.65,19.299999999999997,0.8465966813410092,0.24124999999999996
90,45.0,364.75,345.9,18.849999999999994,0.8465966813410092,0.23562499999999992
91,45.5,364.95,345.15,19.799999999999997,0.8465966813410092,0.24749999999999997
92,46.0,364.95,345.15,19.799999999999997,0.8465966813410092,0.24749999999999997
93,46.5,365.15,345.4,19.75,0.8465966813410092,0.246875
94,47.0,365.15,344.9,20.25,0.8465966813410092,0.253125
95,47.5,365.15,344.15,21.0,0.8465966813410092,0.2625
96,48.0,364.95,344.15,20.799999999999997,0.8465966813410092,0.25999999999999995
97,48.5,365.54999999999995,344.9,20.650000000000006,0.8465966813410092,0.25812500000000005
98,49.0,364.95,345.15,19.799999999999997,0.8465966813410092,0.24749999999999997
99,49.5,365.15,345.65,19.5,0.9132578373521122,0.24375
100,50.0,365.95,346.4,19.549999999999997,0.9132578373521122,0.24437499999999995
101,50.5,365.54999999999995,347.15,18.400000000000006,0.9132578373521122,0.23000000000000007
102,51.0,365.15,347.65,17.5,0.9465884153576638,0.21875
103,51.5,364.54999999999995,348.15,16.400000000000006,0.9465884153576638,0.20500000000000007
104,52.0,365.15,347.9,17.25,0.9465884153576638,0.215625
105,52.5,365.95,348.9,17.049999999999997,0.9465884153576638,0.21312499999999995
106,53.0,366.15,348.9,17.25,0.9465884153576638,0.215625
107,53.5,366.34999999999997,348.15,18.200000000000003,0.9465884153576638,0.22750000000000004
108,54.0,366.15,348.15,18.0,0.9465884153576638,0.225
109,54.5,366.15,347.15,19.0,0.9465884153576638,0.2375
110,55.0,367.15,347.9,19.25,0.9465884153576638,0.240625
111,55.5,366.95,347.9,19.049999999999997,0.9465884153576638,0.23812499999999998
112,56.0,366.15,346.15,20.0,0.9465884153576638,0.25
113,56.5,366.54999999999995,345.4,21.150000000000006,0.9465884153576638,0.2643750000000001
114,57.0,367.15,347.15,20.0,0.9465884153576638,0.25
