,t(min),Te[C],Tc[C],P[mmHg],Q[W],alpha,beta,phase
0,00:00:00,28.6,28.0,310,60,90,0,1
1,00:00:05,28.8,28.0,310,60,90,0,1
2,00:00:10,28.8,28.25,310,60,90,0,1
3,00:00:15,28.8,28.25,310,60,90,0,1
4,00:00:20,29.0,28.0,310,60,90,0,1
5,00:00:25,29.0,28.25,310,60,90,0,1
6,00:00:30,29.2,28.25,310,60,90,0,1
7,00:00:35,29.4,28.25,310,60,90,0,1
8,00:00:40,29.4,28.25,310,60,90,0,1
9,00:00:45,29.4,28.25,310,60,90,0,1
10,00:00:50,29.6,28.25,310,60,90,0,1
11,00:00:55,29.8,28.25,310,60,90,0,1
12,00:01:00,30.0,28.5,310,60,90,0,1
13,00:01:05,30.2,28.5,310,60,90,0,1
14,00:01:10,30.2,28.5,310,60,90,0,1
15,00:01:15,30.4,28.5,310,60,90,0,1
16,00:01:20,30.6,28.5,310,60,90,0,1
17,00:01:25,31.0,28.5,310,60,90,0,1
18,00:01:30,31.2,28.5,310,60,90,0,1
19,00:01:35,31.2,28.5,310,60,90,0,1
20,00:01:40,31.4,28.5,310,60,90,0,1
21,00:01:45,31.6,28.75,310,60,90,0,1
22,00:01:50,31.8,28.75,310,60,90,0,1
23,00:01:55,32.0,28.75,310,60,90,0,1
24,00:02:00,32.2,28.75,310,60,90,0,1
25,00:02:05,32.4,29.0,310,60,90,0,1
26,00:02:10,32.8,29.0,310,60,90,0,1
27,00:02:15,32.8,29.0,310,60,90,0,1
28,00:02:20,33.0,29.0,310,60,90,0,1
29,00:02:25,33.0,29.0,310,60,90,0,1
30,00:02:30,33.8,29.0,310,60,90,0,1
31,00:02:35,33.8,29.0,310,60,90,0,1
32,00:02:40,33.8,29.0,310,60,90,0,1
33,00:02:45,34.2,29.25,310,60,90,0,1
34,00:02:50,34.2,29.25,310,60,90,0,1
35,00:02:55,34.4,29.25,310,60,90,0,1
36,00:03:00,34.8,29.25,310,60,90,0,1
37,00:03:05,35.2,29.25,310,60,90,0,1
38,00:03:10,35.2,29.5,310,60,90,0,1
39,00:03:15,35.4,29.5,310,60,90,0,1
